,rmse,mean,median,std,min,max,sse
p1p.txt,5.335947358703799,4.2784241351341645,3.0416823873461776,3.188639386126867,0.07490191225755215,19.57571660277977,17396.596205278267
p2p.txt,9.378600400016605,6.78636427827599,4.661277886271133,6.4732839691868325,0.7606401049824503,32.10623076968066,31752.890512212176
p6p.txt,5.83701942789973,4.739063273040717,3.282642069487771,3.4076494972041202,0.20484405934028502,16.975824274191964,18432.300528708274
