#time,pitch,yaw,roll,x,y,z
0,25.05,0.0,-7.650003,1590.408004728149,109.11753600616306,1399.8455559763522
100,25.081752699573773,0.0,-7.680596633169206,1590.4101449478508,109.14847418108036,1399.9703398307308
200,25.16783568290453,0.0,-7.761481002514248,1590.4150620977848,109.23749534567966,1400.3269644930663
300,25.30610393741163,0.0,-7.891133874031352,1590.423741838997,109.38200159997633,1400.9072307353274
400,25.49441245051439,0.0,-8.068033013716754,1590.4371698325474,109.57939504398507,1401.702939329469
500,25.730616209632167,0.0,-8.290656187566668,1590.4563317394636,109.82707777772268,1402.7058910474582
600,26.01257020218428,0.0,-8.557481161577362,1590.4822132208121,110.12245190120265,1403.9078866612467
700,26.338129415590075,0.0,-8.86698570174503,1590.5157999376243,110.46291951444229,1405.3007269428208
800,26.70514883726885,0.0,-9.217647574065953,1590.55807755098,110.84588271745682,1406.8762126641416
900,27.11148345464008,0.0,-9.607944544536306,1590.6100317218966,111.26874361025972,1408.6261445971413
1000,27.554988255122858,0.0,-10.036354379152312,1590.672648111432,111.72890429286954,1410.5423235138244
1100,28.033518226136724,0.0,-10.501354843910278,1590.7469123806347,112.2237668652986,1412.6165501861144
1200,28.544928355101028,0.0,-11.001423704806408,1590.8338101905535,112.7507334275625,1414.840625385995
1300,29.08707362943483,0.0,-11.535038727836856,1590.934327202252,113.30720607967972,1417.206349885453
1400,29.657809036557914,0.0,-12.100677678998002,1591.0494490767314,113.89058692166168,1419.7055244564096
1500,30.254989563889183,0.0,-12.696818324285964,1591.1801614750873,114.49827805352669,1422.3299498708452
1600,30.876470198848217,0.0,-13.321938429697024,1591.3274500583518,115.12768157528915,1425.0714269007228
1700,31.520105928854292,0.0,-13.974515761227348,1591.4923004875745,115.77619958696454,1427.9217563180057
1800,32.18375174132674,0.0,-14.653028084873261,1591.6756984238018,116.4412341885674,1430.8727388946568
1900,32.865262623684906,0.0,-15.355953166630929,1591.8786295280834,117.12018748011616,1433.9161754026397
2000,33.56249356334804,0.0,-16.081768772496577,1592.1020794614665,117.81046156162247,1437.0438666139169
2100,34.273299547735796,0.0,-16.82895266846651,1592.3470338849816,118.50945853310206,1440.2476133004327
2200,34.995535564267115,0.0,-17.59598262053689,1592.6144784597332,119.21458049457391,1443.5192162342082
2300,35.72705660036142,0.0,-18.38133639470397,1592.9053988467126,119.92322954604876,1446.8504761871395
2400,36.4657176434382,0.0,-19.183491756963985,1593.220780706988,120.63280778754645,1450.2331939312285
2500,37.2093736809167,0.0,-20.00092647331317,1593.5616097016214,121.3407173190791,1453.6591702384262
2600,37.95587970021623,0.0,-20.832118309747713,1593.9288714916304,122.04436024066325,1457.120205880712
2700,38.70309068875625,0.0,-21.675545032263948,1594.3235517380795,122.7411386523142,1460.6081016300195
2800,39.44886163395596,0.0,-22.529684406858017,1594.746636102007,123.4284546540475,1464.1146582583165
2900,40.191047523234744,0.0,-23.393014199526178,1595.1991102444827,124.10371034587843,1467.6316765375982
3000,40.92750334401194,0.0,-24.264012176264675,1595.6819598265438,124.7643078278224,1471.1509572397954
3100,41.65608408370693,0.0,-25.141156103069747,1596.196170509238,125.40764919989483,1474.6643011368815
3200,42.37464472973895,0.0,-26.02292374593758,1596.7427279536146,126.03113656211116,1478.1635090008135
3300,43.08104026952739,0.0,-26.907792870864434,1597.32261782072,126.63217201448673,1481.640381603569
3400,43.773125690491554,0.0,-27.794241243846535,1597.9368257716042,127.20815765703694,1485.0867197171094
3500,44.44875598005089,0.0,-28.680746630880144,1598.586337467315,127.75649558977726,1488.4943241133851
3600,45.10578612562459,0.0,-29.565786797961458,1599.272138568901,128.27458791272275,1491.854995564362
3700,45.742071114632076,0.0,-30.447839511086716,1599.9952147374092,128.75983672588987,1495.1605348420117
3800,46.35546593449266,0.0,-31.32538253625216,1600.7565516338896,129.2096441292927,1498.4027427182964
3900,46.94382557262572,0.0,-32.19689363945401,1601.5571349193895,129.6214122229472,1501.5734199651722
4000,47.50500501645051,0.0,-33.06085058668852,1602.3979502549573,129.99254310686877,1504.6643673546034
4100,48.036859253386424,0.0,-33.915731143951895,1603.2799833016416,130.32043888107276,1507.6673856585583
4200,48.53724327085277,0.0,-34.76001307724038,1604.2042197204873,130.60250164557442,1510.5742756489958
4300,49.004012056268905,0.0,-35.5921741525502,1605.171645172552,130.83613350038976,1513.3768380978845
4400,49.435020597054184,0.0,-36.4106921358776,1606.1832453188747,131.01873654553356,1516.0668737771803
4500,49.82812388062787,0.0,-37.214044793218804,1607.2400058205067,131.14771288102133,1518.6361834588513
4600,50.18117689440938,0.0,-38.00070989057005,1608.342912338497,131.22046460686863,1521.0765679148578
4700,50.492034625818,0.0,-38.76916519392755,1609.4929505338932,131.2343938230908,1523.3798279171647
4800,50.7585520622731,0.0,-39.51788846928756,1610.6911060677437,131.18690262970324,1525.537764237735
4900,50.978584191193995,0.0,-40.2453574826463,1611.9383646010965,131.07539312672122,1527.5421776485307
5000,51.149986000000006,0.0,-40.950050000000005,1613.235711795001,130.89726741416035,1529.3848689215167
5100,51.331948501314585,0.0,-42.01874187403786,1614.8845585599327,130.5928378233738,1531.4183775969334
5200,51.436569378705,0.0,-43.12605905066314,1616.6709827415937,130.1888204548425,1533.3246316465486
5300,51.46658819366321,0.0,-44.26969282072425,1618.589350999157,129.68921711598617,1535.1087308202195
5400,51.424744507681076,0.0,-45.44733447506959,1620.6340299917954,129.0980296142244,1536.7757748678057
5500,51.31377788225052,0.0,-46.65667530454752,1622.7993863786826,128.41925975697689,1538.3308635391645
5600,51.13642787886344,0.0,-47.89540660000647,1625.0797868189914,127.65690935166319,1539.7790965841546
5700,50.89543405901173,0.0,-49.1612196522948,1627.4695979718956,126.814980205703,1541.1255737526353
5800,50.593535984187305,0.0,-50.451805752260924,1629.963186496568,125.8974741265159,1542.3753947944633
5900,50.23347321588209,0.0,-51.76485619075323,1632.5549190521817,124.90839292152155,1543.5336594594974
6000,49.817985315587975,0.0,-53.09806225862012,1635.23916229791,123.85173839813964,1544.605467497596
6100,49.34981184479685,0.0,-54.44911524670995,1638.0102828929266,122.73151236378979,1545.5959186586188
6200,48.83169236500064,0.0,-55.815706445871164,1640.862647496404,121.55171662589156,1546.5101126924217
6300,48.26636643769125,0.0,-57.19552714695214,1643.7906227675162,120.31635299186469,1547.353149348864
6400,47.656573624360576,0.0,-58.586268640801244,1646.7885753654357,119.02942326912877,1548.130128377805
6500,47.00505348650053,0.0,-59.9856222182669,1649.8508719493357,117.6949292651034,1548.8461495291021
6600,46.314545585603014,0.0,-61.39127917019748,1652.9718791783898,116.3168727872083,1549.5063125526137
6700,45.58778948315992,0.0,-62.80093078744139,1656.1459637117719,114.89925564286307,1550.1157171981984
6800,44.82752474066319,0.0,-64.21226836084703,1659.3674922086534,113.44607963948732,1550.679463215714
6900,44.03649091960473,0.0,-65.62298318126277,1662.6308313282088,111.96134658450075,1551.2026503550187
7000,43.21742758147639,0.0,-67.03076653953704,1665.9303477296114,110.44905828532292,1551.690378365972
7100,42.37307428777013,0.0,-68.43330972651817,1669.260408072034,108.91321654937352,1552.147746998431
7200,41.50617059997782,0.0,-69.82830403305462,1672.6153790146495,107.3578231840722,1552.579856002255
7300,40.619456079591394,0.0,-71.21344074999473,1675.989627216632,105.78687999683854,1552.9918051273012
7400,39.715670288102736,0.0,-72.58641116818697,1679.3775193371544,104.20438879509226,1553.3886941234289
7500,38.79755278700377,0.0,-73.94490657847965,1682.7734220353893,102.61435138625292,1553.7756227404961
7600,37.86784313778637,0.0,-75.28661827172118,1686.1717019705106,101.02076957774018,1554.1576907283609
7700,36.92928090194249,0.0,-76.60923753875997,1689.5667258016908,99.4276451769737,1554.5399978368819
7800,35.98460564096399,0.0,-77.91045567044443,1692.9528601881043,97.83897999137311,1554.9276438159172
7900,35.03655691634281,0.0,-79.18796395762294,1696.324471788923,96.25877582835804,1555.325728415325
8000,34.087874289570834,0.0,-80.4394536911439,1699.6759272633212,94.69103449534813,1555.7393513849643
8100,33.14129732213998,0.0,-81.66261616185565,1703.0015932704714,93.139757799763,1556.173612474693
8200,32.199565575542124,0.0,-82.85514266060662,1706.2958364695473,91.60894754902233,1556.6336114343694
8300,31.26541861126921,0.0,-84.01472447824523,1709.5530235197218,90.10260555054573,1557.1244480138516
8400,30.341595990813133,0.0,-85.13905290561985,1712.767521080168,88.62473361175284,1557.651221962998
8500,29.430837275665795,0.0,-86.22581923357889,1715.9336958100598,87.17933354006331,1558.2190330316675
8600,28.53588202731909,0.0,-87.2727147529707,1719.0459143685694,85.77040714289674,1558.8329809697175
8700,27.659469807264944,0.0,-88.27743075464372,1722.0985434148706,84.40195622767283,1559.498165527007
8800,26.804340176995254,0.0,-89.23765852944629,1725.0859496081366,83.07798260181117,1560.2196864533944
8900,25.973232698001908,0.0,-90.15108936822688,1728.0024996075413,81.80248807273142,1561.0026434987376
9000,25.16888693177685,0.0,-91.01541456183381,1730.842560072256,80.5794744478532,1561.8521364128949
9100,24.394042439811944,0.0,-91.82832540111553,1733.6004976614558,79.41294353459615,1562.7732649457248
9200,23.651438783599133,0.0,-92.58751317692035,1736.2706790343132,78.30689714037992,1563.7711288470857
9300,22.943815524630285,0.0,-93.29066918009678,1738.8474708500014,77.26533707262416,1564.8508278668355
