#time,pitch,yaw,roll,x,y,z
0,35.550102,0.0,253.49977,563.7756276132452,144.7585621099748,-161.35757980598552
100,35.53649852784275,0.00019276216859989375,253.52304091555578,563.9018130305669,144.72510124743087,-161.33972884231866
200,35.50310694403926,0.0007553129871669302,253.58161131420974,564.2631224193836,144.6290624693369,-161.28782331283372
300,35.45059411687393,0.0016640489248521437,253.67411101572793,564.8521230121628,144.47268176568238,-161.203829551363
400,35.37962691463118,0.0028953664508065665,253.79916983987758,565.6613820413705,144.25819512645816,-161.08971389173857
500,35.29087220559543,0.004425662034181233,253.95541760642536,566.6834667394733,143.9878385416543,-160.9474426677925
600,35.18499685805106,0.0062313321441271755,254.14148413513752,567.9109443389403,143.66384800125925,-160.7789822133563
700,35.06266774028254,0.00828877324979543,254.35599924578125,569.3363820722323,143.28845949526374,-160.5862988622648
800,34.9245517205743,0.010574381820337026,254.59759275812308,570.9523471718189,142.86390901365647,-160.37135894834688
900,34.77131566721066,0.013064554324902998,254.86489449193022,572.7514068701612,142.39243254643108,-160.13612880543454
1000,34.60362644847607,0.015735687232644385,255.15653426696778,574.7261283997356,141.87626608357368,-159.88257476736374
1100,34.422150932654944,0.018564177012712214,255.47114190300397,576.8690789930039,141.3176456150755,-159.6126631679608
1200,34.22755598803182,0.021526420134257516,255.80734721980537,579.172825882432,140.71880713092645,-159.32836034106344
1300,34.02050848289093,0.02459881306643133,256.1637800371376,581.6299363004866,140.0819866211164,-159.03163262050361
1400,33.8016752855167,0.027757752278384697,256.53907017476854,584.2329774796416,139.40942007563535,-158.7244463401093
1500,33.571723264193736,0.030979634239268635,256.9318474524646,586.9745166523406,138.70334348447312,-158.40876783371468
1600,33.331319287206256,0.03424085541823418,257.34074168999217,589.8471210510799,137.9659928376181,-158.086563435152
1700,33.08113022283868,0.03751781228443237,257.7643827071185,592.8433579082974,137.1996041250651,-157.75979947825329
1800,32.82182293937559,0.04078690130701424,258.2014003236096,595.9557944564804,136.40641333679895,-157.43044229685074
1900,32.55406430510125,0.04402451895513083,258.6504243592324,599.1769979280938,135.58865646281149,-157.10045822477647
2000,32.278521188300026,0.04720706169793315,259.1100846337534,602.4995355555875,134.74856949309245,-156.77181359586265
2100,31.995860457256548,0.05031092600457226,259.5790109669398,605.9159745714492,133.88838841763175,-156.44647474394012
2200,31.706748980254993,0.05331250834419918,260.05583317855815,609.4188822081255,133.0103492264194,-156.12640800284356
2300,31.411853625580022,0.05618820518596496,260.539181088375,613.0008256980973,132.11668790944418,-155.81357970640386
2400,31.111841261515842,0.05891441299902059,261.02768451615736,616.6543722738259,131.20964045669822,-155.50995618845306
2500,30.80737875634689,0.06146752825251714,261.519973281671,620.3720891677854,130.29144285817034,-155.21750378282331
2600,30.499132978357782,0.06382394741560563,262.0146772046842,624.1465436124199,129.3643311038504,-154.9381888233485
